size,graph_id,V,E,total_cost,prim_ms,prim_ops,kruskal_ms,kruskal_ops
small,1,5,7,16,4,000,10,3,000,11
small,2,4,5,6,0,000,6,0,000,7
small,3,3,3,-1,0,000,3,0,000,4
medium,10,8,12,19,0,000,17,0,000,18
medium,11,10,12,38,0,000,20,0,000,21
medium,12,6,3,3,0,000,5,0,000,6
large,20,15,20,51,0,000,34,0,000,36
large,21,18,22,114,0,000,41,0,000,42
